CST XY Data Exchange Format V2

Title    = S-Parameters
Xlabel   = Frequency / GHz
Ylabel   = 

Curvelabel     = SZmin(1),Zmax(1)_(L1=7)
Filename       = ^cSZmin(1)Zmax(1).sig
Npoints        = 1001
Type           = 8
Subtype        = 16
X/UNITS|string = GHz
Data type      = Re/Im
Logfactor      = 20
Result type    = complex:none
Type flags     = 00000
Yscale         = 1
View type      = Cartesian
Plot type      = Magnitude dB

12.5	-0.18466145285793	-0.43587820636874
12.502	-0.18554475773523	-0.43632522318798
12.504	-0.18642918199668	-0.43677010094235
12.506	-0.18731471938011	-0.4372128377851
12.508	-0.18820136362289	-0.43765343189102
12.51	-0.18908910846205	-0.43809188145645
12.512	-0.18997794763432	-0.43852818469918
12.514	-0.19086787487624	-0.43896233985853
12.516	-0.19175888392424	-0.43939434519523
12.518	-0.19265096851473	-0.43982419899148
12.52	-0.19354412238416	-0.44025189955085
12.522	-0.19443833926912	-0.4406774451983
12.524	-0.19533361290642	-0.44110083428017
12.526	-0.19622993703318	-0.4415220651641
12.528	-0.1971273053869	-0.44194113623906
12.53	-0.19802571170554	-0.44235804591527
12.532	-0.19892514972761	-0.44277279262424
12.534	-0.19982561319225	-0.44318537481868
12.536	-0.20072709583931	-0.4435957909725
12.538	-0.20162959140941	-0.4440040395808
12.54	-0.20253309364409	-0.44441011915981
12.542	-0.20343759628578	-0.44481402824689
12.544	-0.204343093078	-0.44521576540047
12.546	-0.20524957776533	-0.44561532920006
12.548	-0.20615704409358	-0.44601271824618
12.55	-0.20706548580981	-0.44640793116037
12.552	-0.20797489666244	-0.44680096658514
12.554	-0.2088852704013	-0.44719182318394
12.556	-0.20979660077776	-0.44758049964112
12.558	-0.21070888154475	-0.44796699466194
12.56	-0.21162210645687	-0.44835130697247
12.562	-0.21253626927045	-0.44873343531965
12.564	-0.21345136374368	-0.44911337847117
12.566	-0.2143673836366	-0.44949113521548
12.568	-0.21528432271125	-0.44986670436178
12.57	-0.21620217473172	-0.45024008473994
12.572	-0.21712093346421	-0.45061127520049
12.574	-0.21804059267716	-0.4509802746146
12.576	-0.21896114614125	-0.45134708187401
12.578	-0.21988258762954	-0.45171169589105
12.58	-0.22080491091752	-0.45207411559855
12.582	-0.22172810978318	-0.45243433994984
12.584	-0.2226521780071	-0.45279236791872
12.586	-0.22357710937251	-0.45314819849939
12.588	-0.22450289766539	-0.45350183070645
12.59	-0.2254295366745	-0.45385326357485
12.592	-0.22635702019149	-0.45420249615986
12.594	-0.22728534201098	-0.45454952753702
12.596	-0.2282144959306	-0.45489435680212
12.598	-0.22914447575108	-0.45523698307116
12.6	-0.23007527527634	-0.45557740548031
12.602	-0.23100688831353	-0.45591562318586
12.604	-0.23193930867312	-0.45625163536423
12.606	-0.23287253016898	-0.45658544121186
12.608	-0.23380654661845	-0.45691703994523
12.61	-0.23474135184238	-0.45724643080081
12.612	-0.23567693966525	-0.457573613035
12.614	-0.2366133039152	-0.45789858592411
12.616	-0.23755043842412	-0.45822134876431
12.618	-0.23848833702774	-0.45854190087163
12.62	-0.23942699356564	-0.45886024158184
12.622	-0.24036640188139	-0.4591763702505
12.624	-0.24130655582258	-0.45949028625285
12.626	-0.24224744924088	-0.45980198898382
12.628	-0.24318907599216	-0.46011147785795
12.63	-0.24413142993649	-0.46041875230937
12.632	-0.24507450493827	-0.46072381179177
12.634	-0.24601829486625	-0.46102665577834
12.636	-0.24696279359363	-0.46132728376172
12.638	-0.24790799499813	-0.46162569525398
12.64	-0.24885389296202	-0.46192188978658
12.642	-0.24980048137223	-0.4622158669103
12.644	-0.25074775412039	-0.46250762619524
12.646	-0.25169570510291	-0.46279716723072
12.648	-0.25264432822103	-0.46308448962529
12.65	-0.25359361738091	-0.46336959300668
12.652	-0.25454356649367	-0.46365247702171
12.654	-0.25549416947548	-0.4639331413363
12.656	-0.25644542024761	-0.46421158563541
12.658	-0.25739731273649	-0.46448780962298
12.66	-0.25834984087379	-0.4647618130219
12.662	-0.25930299859647	-0.46503359557398
12.664	-0.26025677984685	-0.46530315703986
12.666	-0.26121117857267	-0.46557049719901
12.668	-0.26216618872717	-0.46583561584968
12.67	-0.26312180426912	-0.46609851280882
12.672	-0.26407801916292	-0.46635918791207
12.674	-0.26503482737864	-0.46661764101371
12.676	-0.26599222289207	-0.46687387198658
12.678	-0.26695019968482	-0.46712788072209
12.68	-0.26790875174434	-0.46737966713014
12.682	-0.26886787306401	-0.46762923113905
12.684	-0.2698275576432	-0.46787657269556
12.686	-0.27078779948731	-0.46812169176478
12.688	-0.27174859260783	-0.46836458833009
12.69	-0.27270993102243	-0.46860526239316
12.692	-0.273671808755	-0.46884371397386
12.694	-0.27463421983571	-0.46907994311022
12.696	-0.27559715830106	-0.46931394985838
12.698	-0.27656061819395	-0.46954573429258
12.7	-0.27752459356374	-0.46977529650504
12.702	-0.27848907846632	-0.47000263660598
12.704	-0.27945406696411	-0.47022775472352
12.706	-0.28041955312621	-0.47045065100367
12.708	-0.28138553102837	-0.47067132561027
12.71	-0.28235199475309	-0.47088977872492
12.712	-0.28331893838968	-0.47110601054695
12.714	-0.28428635603431	-0.47132002129338
12.716	-0.28525424179005	-0.47153181119884
12.718	-0.28622258976693	-0.47174138051555
12.72	-0.28719139408202	-0.47194872951325
12.722	-0.28816064885947	-0.47215385847916
12.724	-0.28913034823054	-0.47235676771793
12.726	-0.2901004863337	-0.47255745755159
12.728	-0.29107105731464	-0.47275592831949
12.73	-0.29204205532637	-0.47295218037825
12.732	-0.29301347452921	-0.47314621410174
12.734	-0.29398530909093	-0.47333802988096
12.736	-0.29495755318671	-0.47352762812408
12.738	-0.29593020099926	-0.4737150092563
12.74	-0.29690324671884	-0.47390017371988
12.742	-0.29787668454332	-0.47408312197401
12.744	-0.29885050867823	-0.47426385449482
12.746	-0.29982471333682	-0.4744423717753
12.748	-0.30079929274009	-0.47461867432523
12.75	-0.30177424111688	-0.4747927626712
12.752	-0.30274955270387	-0.47496463735645
12.754	-0.30372522174565	-0.47513429894092
